Full Name,Gender,Date of Birth,Parliament Name,D I P S,E O P T
FirstNameSA2014_205 LastNameSA2014_205,Male,09.07.80,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_206 LastNameSA2014_206,Male,15.02.54,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_207 LastNameSA2014_207,Male,16.10.63,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_208 LastNameSA2014_208,Female,21.09.30,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_209 LastNameSA2014_209,Male,23.10.46,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_210 LastNameSA2014_210,Female,21.09.45,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_211 LastNameSA2014_211,Female,07.02.63,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_212 LastNameSA2014_212,Male,08.07.72,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_213 LastNameSA2014_213,Female,09.08.52,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_214 LastNameSA2014_214,Female,11.09.51,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_215 LastNameSA2014_215,Female,12.03.75,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_216 LastNameSA2014_216,Female,18.07.61,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_217 LastNameSA2014_217,Male,26.02.84,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_218 LastNameSA2014_218,Male,11.02.76,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_219 LastNameSA2014_219,Female,02.04.70,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_220 LastNameSA2014_220,Male,27.04.45,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_221 LastNameSA2014_221,Male,09.12.47,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_222 LastNameSA2014_222,Male,22.12.84,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_223 LastNameSA2014_223,Female,07.07.45,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_224 LastNameSA2014_224,Female,27.08.73,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_225 LastNameSA2014_225,Female,24.05.76,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_226 LastNameSA2014_226,Female,27.03.63,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_227 LastNameSA2014_227,Male,31.03.60,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_228 LastNameSA2014_228,Female,01.09.46,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_229 LastNameSA2014_229,Male,24.09.55,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_230 LastNameSA2014_230,Female,07.01.61,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_231 LastNameSA2014_231,Male,06.11.55,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_232 LastNameSA2014_232,Female,22.07.72,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_233 LastNameSA2014_233,Male,12.03.56,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_234 LastNameSA2014_234,Male,25.11.54,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_235 LastNameSA2014_235,Male,26.06.63,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_236 LastNameSA2014_236,Male,12.09.50,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_237 LastNameSA2014_237,Female,25.07.61,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_238 LastNameSA2014_238,Female,03.06.69,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_239 LastNameSA2014_239,Female,13.07.58,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_240 LastNameSA2014_240,Female,13.06.58,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_241 LastNameSA2014_241,Female,18.06.71,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_242 LastNameSA2014_242,Male,09.04.78,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_243 LastNameSA2014_243,Male,31.10.44,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_244 LastNameSA2014_244,Female,23.01.64,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_245 LastNameSA2014_245,Male,05.02.70,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_246 LastNameSA2014_246,Female,16.11.52,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_247 LastNameSA2014_247,Female,28.12.53,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_248 LastNameSA2014_248,Male,05.11.68,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_249 LastNameSA2014_249,Female,13.12.92,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_250 LastNameSA2014_250,Female,22.09.56,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_251 LastNameSA2014_251,Female,19.03.66,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_252 LastNameSA2014_252,Female,08.12.70,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_253 LastNameSA2014_253,Male,20.11.71,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_254 LastNameSA2014_254,Female,21.11.67,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_255 LastNameSA2014_255,Male,26.08.55,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_256 LastNameSA2014_256,Female,30.08.56,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_257 LastNameSA2014_257,Female,23.04.56,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_258 LastNameSA2014_258,Male,02.08.68,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_259 LastNameSA2014_259,Male,28.04.66,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_260 LastNameSA2014_260,Female,22.10.62,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_261 LastNameSA2014_261,Female,12.12.72,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_262 LastNameSA2014_262,Female,30.10.61,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_263 LastNameSA2014_263,Female,24.04.64,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_264 LastNameSA2014_264,Male,23.01.46,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_265 LastNameSA2014_265,Female,10.12.35,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_266 LastNameSA2014_266,Male,05.04.57,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_267 LastNameSA2014_267,Male,12.05.76,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_268 LastNameSA2014_268,Female,18.03.65,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_269 LastNameSA2014_269,Female,29.11.63,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_270 LastNameSA2014_270,Female,09.11.54,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_271 LastNameSA2014_271,Male,10.06.64,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_272 LastNameSA2014_272,Female,14.01.49,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_273 LastNameSA2014_273,Male,31.10.57,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_274 LastNameSA2014_274,Male,16.01.62,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_275 LastNameSA2014_275,Female,05.03.57,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_276 LastNameSA2014_276,Female,22.02.48,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_277 LastNameSA2014_277,Female,07.01.62,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_278 LastNameSA2014_278,Male,27.07.51,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_279 LastNameSA2014_279,Male,07.02.59,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_280 LastNameSA2014_280,Male,02.03.60,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_281 LastNameSA2014_281,Male,06.09.58,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_282 LastNameSA2014_282,Female,10.07.60,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_283 LastNameSA2014_283,Female,02.07.52,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_284 LastNameSA2014_284,Female,20.06.65,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_285 LastNameSA2014_285,Male,01.09.71,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_286 LastNameSA2014_286,Female,13.08.88,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_287 LastNameSA2014_287,Male,25.12.61,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_288 LastNameSA2014_288,Male,19.11.51,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_289 LastNameSA2014_289,Male,11.04.33,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_290 LastNameSA2014_290,Male,28.02.83,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_291 LastNameSA2014_291,Female,11.03.62,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_292 LastNameSA2014_292,Female,02.09.77,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_293 LastNameSA2014_293,Female,16.02.77,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_294 LastNameSA2014_294,Male,17.08.76,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_295 LastNameSA2014_295,Male,10.04.46,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_296 LastNameSA2014_296,Male,23.09.43,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_297 LastNameSA2014_297,Female,16.05.82,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_298 LastNameSA2014_298,Female,22.11.57,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_299 LastNameSA2014_299,Female,17.02.81,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_300 LastNameSA2014_300,Female,01.03.64,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_301 LastNameSA2014_301,Female,26.03.55,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_302 LastNameSA2014_302,Male,21.06.52,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_303 LastNameSA2014_303,Male,01.12.62,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_304 LastNameSA2014_304,Female,15.11.62,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_305 LastNameSA2014_305,Male,04.12.62,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_306 LastNameSA2014_306,Male,18.04.54,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_307 LastNameSA2014_307,Male,31.05.60,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_308 LastNameSA2014_308,Male,15.05.31,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_309 LastNameSA2014_309,Female,21.12.75,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_310 LastNameSA2014_310,Female,08.10.72,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_311 LastNameSA2014_311,Male,20.07.64,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_312 LastNameSA2014_312,Male,19.03.68,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_313 LastNameSA2014_313,Male,20.03.73,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_314 LastNameSA2014_314,Male,19.03.51,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_315 LastNameSA2014_315,Male,20.07.66,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_316 LastNameSA2014_316,Female,11.06.42,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_317 LastNameSA2014_317,Male,09.04.55,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_318 LastNameSA2014_318,Male,26.12.57,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_319 LastNameSA2014_319,Female,09.08.68,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_320 LastNameSA2014_320,Male,03.01.87,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_321 LastNameSA2014_321,Male,26.06.48,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_322 LastNameSA2014_322,Male,29.08.64,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_323 LastNameSA2014_323,Male,30.04.38,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_324 LastNameSA2014_324,Female,16.01.78,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_325 LastNameSA2014_325,Female,21.04.58,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_326 LastNameSA2014_326,Male,23.12.72,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_327 LastNameSA2014_327,Male,23.04.82,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_328 LastNameSA2014_328,Female,16.05.62,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_329 LastNameSA2014_329,Female,09.04.56,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_330 LastNameSA2014_330,Male,02.02.61,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_331 LastNameSA2014_331,Male,18.05.74,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_332 LastNameSA2014_332,Female,17.09.40,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_333 LastNameSA2014_333,Female,25.10.70,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_334 LastNameSA2014_334,Male,27.01.47,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_335 LastNameSA2014_335,Female,23.03.70,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_336 LastNameSA2014_336,Male,10.08.65,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_337 LastNameSA2014_337,Male,01.12.43,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_338 LastNameSA2014_338,Female,01.09.70,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_339 LastNameSA2014_339,Male,17.04.59,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_340 LastNameSA2014_340,Male,22.12.62,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_341 LastNameSA2014_341,Male,05.11.61,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_342 LastNameSA2014_342,Male,26.06.74,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_343 LastNameSA2014_343,Male,08.02.30,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_344 LastNameSA2014_344,Female,28.08.67,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_345 LastNameSA2014_345,Male,25.07.24,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_346 LastNameSA2014_346,Male,30.03.71,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_347 LastNameSA2014_347,Male,14.01.65,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_348 LastNameSA2014_348,Male,03.05.54,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_349 LastNameSA2014_349,Female,31.05.73,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_350 LastNameSA2014_350,Female,21.08.74,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_351 LastNameSA2014_351,Male,06.03.59,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_352 LastNameSA2014_352,Male,23.05.60,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_353 LastNameSA2014_353,Female,26.12.69,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_354 LastNameSA2014_354,Male,12.12.71,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_355 LastNameSA2014_355,Female,24.02.49,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_356 LastNameSA2014_356,Male,14.09.74,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_357 LastNameSA2014_357,Female,23.02.55,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_358 LastNameSA2014_358,Male,18.03.59,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_359 LastNameSA2014_359,Female,23.05.67,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_360 LastNameSA2014_360,Male,16.02.68,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_361 LastNameSA2014_361,Female,11.05.69,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_362 LastNameSA2014_362,Male,25.12.42,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_363 LastNameSA2014_363,Female,20.10.71,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
FirstNameSA2014_364 LastNameSA2014_364,Male,30.07.65,National Assembly of South Africa,21.05.14 00:00,21.05.19 00:00
